NTD,Agency,Mode,TOS,Organization,UZA_ID,UZA_Name,UZA_Area,UZA_Pop,SA_Area,SA_Pop,Passenger_Miles,Unlinked_Trips,Avg_Trip_Length, Fares , Operating_Expenses , Average_Cost , Average_Fare 
50157,Butler County Regional Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,30,"Cincinnati, OH-KY-IN",788,1624827,470,382378,214118,30821,6.95,266203,1824094,59.18,8.64
50157,Butler County Regional Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,30,"Cincinnati, OH-KY-IN",788,1624827,470,382378,1491465,577984,2.58,66150,2831040,4.90,0.11
50158,University of Michigan Parking and Transportation Services,MB,DO,University,125,"Ann Arbor, MI",160,306022,12,66641,15079347,7355679,2.05,0,9810917,1.33,0.00
50159,River Valley Metro Mass Transit District,CB,PT,"City, County or Local Government Unit or Department of Transportation",350,"Kankakee, IL",37,81926,27,66386,1112304,23175,48.00,39710,669389,28.88,1.71
50159,River Valley Metro Mass Transit District,DR,PT,"City, County or Local Government Unit or Department of Transportation",350,"Kankakee, IL",37,81926,27,66386,153439,19135,8.02,10084,539201,28.18,0.53
50159,River Valley Metro Mass Transit District,MB,PT,"City, County or Local Government Unit or Department of Transportation",350,"Kankakee, IL",37,81926,27,66386,4820017,629245,7.66,280461,6093427,9.68,0.45
50160,County of Washington,CB,PT,"City, County or Local Government Unit or Department of Transportation",35,"Milwaukee, WI",546,1376476,435,135693,2238203,73551,30.43,246729,1196550,16.27,3.35
50160,County of Washington,DR,PT,"City, County or Local Government Unit or Department of Transportation",35,"Milwaukee, WI",546,1376476,435,135693,996602,87750,11.36,480278,2109177,24.04,5.47
50161,Ozaukee County ,CB,PT,"City, County or Local Government Unit or Department of Transportation",35,"Milwaukee, WI",546,1376476,235,89221,1606852,73675,21.81,195645,1456274,19.77,2.66
50161,Ozaukee County ,DR,PT,"City, County or Local Government Unit or Department of Transportation",35,"Milwaukee, WI",546,1376476,235,89221,786757,107706,7.30,622593,1947585,18.08,5.78
50163,"Licking County, Ohio",DR,DO,"City, County or Local Government Unit or Department of Transportation",369,"Newark, OH",42,76068,683,173448,1392549,113893,12.23,750951,3306323,29.03,6.59
50165,Greene County Transit Board,DR,PT,"City, County or Local Government Unit or Department of Transportation",59,"Dayton, OH",351,724091,425,147886,1802331,126340,14.27,855554,3411821,27.01,6.77
50169,"Miami County, Ohio ",DR,PT,"City, County or Local Government Unit or Department of Transportation",59,"Dayton, OH",351,724091,410,106987,358234,43924,8.16,312612,1234012,28.09,7.12
50176,City of DeKalb,MB,PT,"City, County or Local Government Unit or Department of Transportation",404,"DeKalb, IL",26,68545,26,68545,1110139,509527,2.18,1691384,1941356,3.81,3.32
50182,"Pace-Suburban Bus Division, ADA Paratransit Services",DR,PT,Independent Public Agency or Authority of Transit Service,3,"Chicago, IL-IN",2443,8608208,1337,6603537,31820662,3566500,8.92,10009310,149610517,41.95,2.81
50182,"Pace-Suburban Bus Division, ADA Paratransit Services",DR,TX,Independent Public Agency or Authority of Transit Service,3,"Chicago, IL-IN",2443,8608208,1337,6603537,4989540,442270,11.28,1163857,18629391,42.12,2.63
50184,Macatawa Area Express Transportation Authority,DR,DO,Independent Public Agency or Authority of Transit Service,299,"Holland, MI",59,99941,45,88900,481851,82127,5.87,125337,2448088,29.81,1.53
50184,Macatawa Area Express Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,299,"Holland, MI",59,99941,45,88900,1300263,330016,3.94,201892,2399611,7.27,0.61
50191,Mid-Ohio Regional Planning Commission,VP,PT,"MPO, COG or Other Planning Agency",36,"Columbus, OH",510,1368035,518,2253450,3521504,68688,51.27,384216,479695,6.98,5.59
50193,Enterprise Rideshare - Michigan,VP,DO,Private Provider Reporting on Behalf of a Public Entity,11,"Detroit, MI",1337,3734090,2562,10041771,33664242,871514,38.63,3764568,3288038,3.77,4.32
50198,Medina County Public Transit,DR,DO,"City, County or Local Government Unit or Department of Transportation",25,"Cleveland, OH",772,1780673,425,174091,348838,35815,9.74,32407,812898,22.70,0.90
50198,Medina County Public Transit,DR,TX,"City, County or Local Government Unit or Department of Transportation",25,"Cleveland, OH",772,1780673,425,174091,84721,3132,27.05,0,256596,81.93,0.00
50198,Medina County Public Transit,MB,DO,"City, County or Local Government Unit or Department of Transportation",25,"Cleveland, OH",772,1780673,425,174091,271501,38897,6.98,30646,895865,23.03,0.79
50199,Delaware County Transit Board,DR,DO,Independent Public Agency or Authority of Transit Service,36,"Columbus, OH",510,1368035,459,200464,171510,23561,7.28,476550,1271147,53.95,20.23
50199,Delaware County Transit Board,MB,DO,Independent Public Agency or Authority of Transit Service,36,"Columbus, OH",510,1368035,459,200464,229608,49616,4.63,36225,1082828,21.82,0.73
50204,Jackson County Mass Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,408,"Carbondale, IL",49,67821,584,59677,731337,93691,7.81,58051,1374554,14.67,0.62
50209,Central Indiana Regional Transportation Authority ,CB,PT,Independent Public Agency or Authority of Transit Service,33,"Indianapolis, IN",706,1487483,3906,2053107,281137,40303,6.98,37823,616087,15.29,0.94
50209,Central Indiana Regional Transportation Authority ,VP,PT,Independent Public Agency or Authority of Transit Service,33,"Indianapolis, IN",706,1487483,3906,2053107,2916938,83344,35.00,259377,358607,4.30,3.11
50211,Rides Mass Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,408,"Carbondale, IL",49,67821,7379,306981,11688946,1119285,10.44,319790,17047314,15.23,0.29
50213,M-1 Rail,SR,PT,Private-Non-Profit Corporation,11,"Detroit, MI",1337,3734090,6,21738,1796000,1169213,1.54,475129,8743255,7.48,0.41
50342,LINK Hendricks County,DR,DO,Private-Non-Profit Corporation,33,"Indianapolis, IN",706,1487483,818,233398,382526,59450,6.43,47870,1156903,19.46,0.81
50515,University of Minnesota Transit,DR,DO,University,16,"Minneapolis-St. Paul, MN-WI",1022,2650890,5,65425,32442,8452,3.84,0,298419,35.31,0.00
50515,University of Minnesota Transit,MB,PT,University,16,"Minneapolis-St. Paul, MN-WI",1022,2650890,5,65425,2113895,4078999,0.52,0,6170694,1.51,0.00
50516,City of Plymouth,DR,PT,"City, County or Local Government Unit or Department of Transportation",16,"Minneapolis-St. Paul, MN-WI",1022,2650890,35,78351,214582,35902,5.98,92262,1368096,38.11,2.57
50516,City of Plymouth,MB,PT,"City, County or Local Government Unit or Department of Transportation",16,"Minneapolis-St. Paul, MN-WI",1022,2650890,35,78351,5604097,486822,11.51,1100950,3556713,7.31,2.26
50517,City of Maple Grove,DR,PT,"City, County or Local Government Unit or Department of Transportation",16,"Minneapolis-St. Paul, MN-WI",1022,2650890,36,71807,181748,35797,5.08,43093,813347,22.72,1.20
50517,City of Maple Grove,MB,PT,"City, County or Local Government Unit or Department of Transportation",16,"Minneapolis-St. Paul, MN-WI",1022,2650890,36,71807,30734,8802,3.49,2178787,683001,77.60,247.53
50518,SouthWest Transit,DR,PT,Independent Public Agency or Authority of Transit Service,16,"Minneapolis-St. Paul, MN-WI",1022,2650890,81,117166,554793,108801,5.10,260316,1211924,11.14,2.39
50518,SouthWest Transit,MB,PT,Independent Public Agency or Authority of Transit Service,16,"Minneapolis-St. Paul, MN-WI",1022,2650890,81,117166,20324083,998654,20.35,2716999,10254353,10.27,2.72
50519,Minnesota Valley Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,16,"Minneapolis-St. Paul, MN-WI",1022,2650890,139,282253,27846055,2547655,10.93,5776072,27060351,10.62,2.27
50521,Chicago Water Taxi (Wendella),FB,DO,Private-For-Profit Corporation,3,"Chicago, IL-IN",2443,8608208,89,69764,782406,412966,1.89,1589761,1263641,3.06,3.85
50522,Lake Erie Transportation Commission,DR,DO,Independent Public Agency or Authority of Transit Service,490,"Monroe, MI",32,51240,153,91876,719154,136312,5.28,123952,2486909,18.24,0.91
50522,Lake Erie Transportation Commission,MB,DO,Independent Public Agency or Authority of Transit Service,490,"Monroe, MI",32,51240,153,91876,899545,292454,3.08,182252,1802908,6.16,0.62
55312,City of Milwaukee,SR,PT,"City, County or Local Government Unit or Department of Transportation",35,"Milwaukee, WI",546,1376476,1,12954,800598,760321,1.05,0,4417615,5.81,0.00
60006,City of El Paso,DR,PT,"City, County or Local Government Unit or Department of Transportation",53,"El Paso, TX-NM",251,803086,250,747495,3026610,321393,9.42,653956,10521717,32.74,2.03
60006,City of El Paso,MB,DO,"City, County or Local Government Unit or Department of Transportation",53,"El Paso, TX-NM",251,803086,250,747495,73773488,10969703,6.73,7274468,52142310,4.75,0.66
60006,City of El Paso,SR,DO,"City, County or Local Government Unit or Department of Transportation",53,"El Paso, TX-NM",251,803086,250,747495,343070,222773,1.54,48451,2584352,11.60,0.22
60007,Fort Worth Transportation Authority,CR,PT,Independent Public Agency or Authority of Transit Service,6,"Dallas-Fort Worth-Arlington, TX",1779,5121892,350,879939,6558657,407418,16.10,2136316,19189368,47.10,5.24
60007,Fort Worth Transportation Authority,DR,DO,Independent Public Agency or Authority of Transit Service,6,"Dallas-Fort Worth-Arlington, TX",1779,5121892,350,879939,1549601,132114,11.73,346060,6615124,50.07,2.62
60007,Fort Worth Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,6,"Dallas-Fort Worth-Arlington, TX",1779,5121892,350,879939,2358817,220345,10.71,715809,8881986,40.31,3.25
60007,Fort Worth Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,6,"Dallas-Fort Worth-Arlington, TX",1779,5121892,350,879939,20533911,4983261,4.12,6577900,42222509,8.47,1.32
60007,Fort Worth Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,6,"Dallas-Fort Worth-Arlington, TX",1779,5121892,350,879939,507781,82966,6.12,0,745411,8.98,0.00
60007,Fort Worth Transportation Authority,VP,PT,Independent Public Agency or Authority of Transit Service,6,"Dallas-Fort Worth-Arlington, TX",1779,5121892,350,879939,7789249,190502,40.89,593957,762632,4.00,3.12
60008,"Metropolitan Transit Authority of Harris County, Texas",CB,DO,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,108607395,6082446,17.86,16689313,55472370,9.12,2.74
60008,"Metropolitan Transit Authority of Harris County, Texas",CB,PT,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,36498920,1877893,19.44,5514287,11785438,6.28,2.94
60008,"Metropolitan Transit Authority of Harris County, Texas",DR,PT,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,19904973,1786410,11.14,1842477,54944297,30.76,1.03
60008,"Metropolitan Transit Authority of Harris County, Texas",DR,TX,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,2530583,312184,8.11,318088,3908615,12.52,1.02
60008,"Metropolitan Transit Authority of Harris County, Texas",LR,DO,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,52243069,18556589,2.82,4774238,83097579,4.48,0.26
60008,"Metropolitan Transit Authority of Harris County, Texas",MB,DO,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,266982461,50413144,5.30,25780652,305824660,6.07,0.51
60008,"Metropolitan Transit Authority of Harris County, Texas",MB,PT,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,39149156,9130881,4.29,4600559,53373690,5.85,0.50
60008,"Metropolitan Transit Authority of Harris County, Texas ",VP,DO,Independent Public Agency or Authority of Transit Service,7,"Houston, TX",1660,4944332,1309,3757692,55659344,1791670,31.07,6364414,5891475,3.29,3.55
60009,"Laredo Transit Management, Inc.",DR,DO,"City, County or Local Government Unit or Department of Transportation",157,"Laredo, TX",66,235730,59,254042,243374,45116,5.39,61869,2667415,59.12,1.37
60009,"Laredo Transit Management, Inc.",MB,DO,"City, County or Local Government Unit or Department of Transportation",157,"Laredo, TX",66,235730,59,254042,8534393,2517520,3.39,3700097,13344477,5.30,1.47
60010,City of Lubbock,DR,DO,"City, County or Local Government Unit or Department of Transportation",155,"Lubbock, TX",96,237356,50,209839,727589,100041,7.27,275076,3114927,31.14,2.75
60010,City of Lubbock,MB,DO,"City, County or Local Government Unit or Department of Transportation",155,"Lubbock, TX",96,237356,50,209839,7826730,3442579,2.27,4484140,9480353,2.75,1.30
60011,VIA Metropolitan Transit,DR,DO,Independent Public Agency or Authority of Transit Service,26,"San Antonio, TX",597,1758210,1213,1986049,6343153,518219,12.24,947947,24864126,47.98,1.83
60011,VIA Metropolitan Transit,DR,PT,Independent Public Agency or Authority of Transit Service,26,"San Antonio, TX",597,1758210,1213,1986049,6228048,498231,12.50,954802,17290366,34.70,1.92
60011,VIA Metropolitan Transit,DR,TX,Independent Public Agency or Authority of Transit Service,26,"San Antonio, TX",597,1758210,1213,1986049,397874,32421,12.27,62880,511489,15.78,1.94
60011,VIA Metropolitan Transit,MB,DO,Independent Public Agency or Authority of Transit Service,26,"San Antonio, TX",597,1758210,1213,1986049,158505868,40962611,3.87,18488621,177790082,4.34,0.45
60011,VIA Metropolitan Transit,VP,PT,Independent Public Agency or Authority of Transit Service,26,"San Antonio, TX",597,1758210,1213,1986049,24569985,499290,49.21,2530696,1761450,3.53,5.07
60012,City of Waco,DR,DO,"City, County or Local Government Unit or Department of Transportation",196,"Waco, TX",90,172378,99,173192,804413,85276,9.43,193693,2199327,25.79,2.27
60012,City of Waco,MB,DO,"City, County or Local Government Unit or Department of Transportation",196,"Waco, TX",90,172378,99,173192,3893615,1201733,3.24,1177257,5085192,4.23,0.98
60014,City of Brownsville ,CB,DO,"City, County or Local Government Unit or Department of Transportation",164,"Brownsville, TX",82,217585,164,181860,1287683,33304,38.66,0,289679,8.70,0.00
60014,City of Brownsville ,DR,DO,"City, County or Local Government Unit or Department of Transportation",164,"Brownsville, TX",82,217585,164,181860,148559,29287,5.07,32321,1402814,47.90,1.10
60014,City of Brownsville ,MB,DO,"City, County or Local Government Unit or Department of Transportation",164,"Brownsville, TX",82,217585,164,181860,6788595,1491403,4.55,960666,5412057,3.63,0.64
60016,City of Beaumont,DR,PT,"City, County or Local Government Unit or Department of Transportation",222,"Beaumont, TX",92,147922,41,82731,94251,22258,4.23,47038,1221195,54.87,2.11
60016,City of Beaumont,MB,PT,"City, County or Local Government Unit or Department of Transportation",222,"Beaumont, TX",92,147922,41,82731,1330217,394094,3.38,361046,3964435,10.06,0.92
60017,Central Oklahoma Transportation and Parking Authority,DR,DO,"City, County or Local Government Unit or Department of Transportation",51,"Oklahoma City, OK",411,861505,244,650221,493461,56388,8.75,190845,3166775,56.16,3.38
60017,Central Oklahoma Transportation and Parking Authority,DR,TX,"City, County or Local Government Unit or Department of Transportation",51,"Oklahoma City, OK",411,861505,244,650221,23591,3760,6.27,30975,43769,11.64,8.24
60017,Central Oklahoma Transportation and Parking Authority,FB,PT,"City, County or Local Government Unit or Department of Transportation",51,"Oklahoma City, OK",411,861505,244,650221,9615,3696,2.60,10002,617142,166.98,2.71
60017,Central Oklahoma Transportation and Parking Authority,MB,DO,"City, County or Local Government Unit or Department of Transportation",51,"Oklahoma City, OK",411,861505,244,650221,14311164,2921065,4.90,2282124,23217593,7.95,0.78
